ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
109079-1510,Beştelsiz,Zeytinburnu,İstanbul,4.500.000 TL,83,75,2 + 1,2,4 Katlı,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Belirtilmemiş,Hisseli Tapu,"Doğu, Batı",,https://www.hepsiemlak.com/istanbul-zeytinburnu-bestelsiz-satilik/daire/109079-1510
3270-2758,Sahrayı Cedit,Kadıköy,İstanbul,9.850.000 TL,100,90,3 + 1,1,12 Katlı,8. Kat,31 Yaşında,Merkezi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",1.650 TL,https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-satilik/daire/3270-2758
36122-1998,Siyavuşpaşa,Bahçelievler,İstanbul,12.450.000 TL,135,118,3 + 1,2,6 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/36122-1998
129388-317,Merkez,Beykoz,İstanbul,42.500.000 TL,420,270,7 + 3,3,,Bahçe Katı,31 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Hisseli Tapu,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-beykoz-merkez-satilik/mustakil-ev/129388-317
111551-2154,Siyavuşpaşa,Bahçelievler,İstanbul,6.300.000 TL,85,75,2 + 1,1,5 Katlı,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/111551-2154
7203-2170,Yalı,Maltepe,İstanbul,15.000.000 TL,170,150,3 + 2,2,5 Katlı,5. Kat,7 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Batı",500 TL,https://www.hepsiemlak.com/istanbul-maltepe-yali-satilik/daire/7203-2170
6522-2564,Akat,Beşiktaş,İstanbul,17.000.000 TL,120,115,3 + 1,1,11 Katlı,8. Kat,29 Yaşında,Merkezi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-besiktas-akat-satilik/daire/6522-2564
8030-4453,Aydınevler,Maltepe,İstanbul,7.900.000 TL,110,90,2 + 1,2,4 Katlı,2. Kat,15 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-satilik/daire/8030-4453
27600-3673,Atatürk,Büyükçekmece,İstanbul,9.250.000 TL,220,190,3 + 2,2,6 Katlı,6. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",500 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-ataturk-satilik/daire/27600-3673
33886-3220,Mithatpaşa,Eyüpsultan,İstanbul,6.800.000 TL,80,70,2 + 1,1,4 Katlı,Kot 1,7 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-eyupsultan-mithatpasa-satilik/daire/33886-3220
76675-1571,Soğanlı,Bahçelievler,İstanbul,11.750.000 TL,125,110,3 + 1,2,6 Katlı,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Kuzey,,https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-satilik/daire/76675-1571
1791-1608,Arnavutköy,Beşiktaş,İstanbul,37.450.000 TL,160,150,2 + 1,1,2 Katlı,,20 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-besiktas-arnavutkoy-satilik/mustakil-ev/1791-1608
7553-17326,Erenköy,Kadıköy,İstanbul,28.950.000 TL,130,95,3 + 1,2,20 Katlı,16. Kat,8 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/7553-17326
120150-4597,Esatpaşa,Ataşehir,İstanbul,7.600.000 TL,85,75,2 + 1,1,3 Katlı,3. Kat,14 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-atasehir-esatpasa-satilik/daire/120150-4597
82057-746,Harmantepe,Kağıthane,İstanbul,6.800.000 TL,110,100,2 + 1,1,5 Katlı,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Batı",250 TL,https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-satilik/daire/82057-746
692590-427,Feyzullah,Maltepe,İstanbul,7.750.000 TL,80,75,2 + 1,1,5 Katlı,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Batı",,https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-satilik/daire/692590-427
4753-17770,Şenlikköy,Bakırköy,İstanbul,26.000.000 TL,185,175,4 + 1,1,4 Katlı,Ara Kat,28 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-satilik/daire/4753-17770
123163-3804,Anadolu,Arnavutköy,İstanbul,4.900.000 TL,85,80,2 + 1,1,3 Katlı,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-arnavutkoy-anadolu-satilik/daire/123163-3804
36118-18221,Orta,Kartal,İstanbul,6.500.000 TL,52,42,1 + 0,1,18 Katlı,8. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kartal-orta-satilik/daire/36118-18221
156312-193,Cumhuriyet,Beylikdüzü,İstanbul,32.000.000 TL,324,236,5 + 1,4,17 Katlı,17. Kat,3 Yaşında,Merkezi (Pay Öl...,Eşyalı,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu",7.000 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/156312-193
169489-21,Yavuz Selim,Arnavutköy,İstanbul,5.250.000 TL,95,89,2 + 1,1,4 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-arnavutkoy-yavuz-selim-satilik/daire/169489-21
164638-55,Dumlupınar,Kadıköy,İstanbul,21.500.000 TL,148,135,3 + 1,3,24 Katlı,14. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-satilik/daire/164638-55
43996-30111,Merkez,Kağıthane,İstanbul,13.980.000 TL,110,80,2 + 1,2,5 Katlı,5. Kat,8 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",6.500 TL,https://www.hepsiemlak.com/istanbul-kagithane-merkez-satilik/daire/43996-30111
170565-28,Bağlarçeşme,Esenyurt,İstanbul,1.380.000 TL,115,100,2 + 1,1,6 Katlı,Bahçe Katı,5 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Yabancıdan,Güney,100 TL,https://www.hepsiemlak.com/istanbul-esenyurt-baglarcesme-satilik/daire/170565-28
166504-38,Göztepe,Bağcılar,İstanbul,5.400.000 TL,75,55,1 + 1,1,23 Katlı,9. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı,Kiracılı,Kat Mülkiyeti,Batı,,https://www.hepsiemlak.com/istanbul-bagcilar-goztepe-satilik/daire/166504-38
145404-892,Safa,Sancaktepe,İstanbul,6.120.000 TL,165,140,3 + 1,2,4 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,200 TL,https://www.hepsiemlak.com/istanbul-sancaktepe-safa-satilik/daire/145404-892
2137-28766,Mimar Sinan,Silivri,İstanbul,48.000.000 TL,840,223,5 + 1,4,2 Katlı,,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-silivri-mimar-sinan-satilik/villa/2137-28766
164076-154,Merve,Sancaktepe,İstanbul,4.100.000 TL,100,90,2 + 1,1,3 Katlı,Yüksek Giriş,8 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-sancaktepe-merve-satilik/daire/164076-154
138068-1205,Suadiye,Kadıköy,İstanbul,33.650.000 TL,150,116,3 + 1,1,14 Katlı,3. Kat,8 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,İntifa Hakkı Te...,Güney,3.000 TL,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/138068-1205
141321-305,Çırçır,Eyüpsultan,İstanbul,3.700.000 TL,90,80,2 + 1,1,6 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Doğu, Batı",,https://www.hepsiemlak.com/istanbul-eyupsultan-circir-satilik/daire/141321-305
168780-55,Kavaklı,Beylikdüzü,İstanbul,9.650.000 TL,170,135,3 + 1,1,5 Katlı,Giriş Katı,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,1.000 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/168780-55
138321-1166,Barbaros Hayrettin Paşa,Esenyurt,İstanbul,3.295.000 TL,190,170,4 + 1,2,5 Katlı,4. Kat,7 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-satilik/daire/138321-1166
108942-494,Atakent,Küçükçekmece,İstanbul,15.500.000 TL,144,130,3 + 1,2,13 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-satilik/daire/108942-494
170059-4,Yıldırım,Bayrampaşa,İstanbul,13.500.000 TL,150,130,4 + 2,2,5 Katlı,4. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-bayrampasa-yildirim-satilik/daire/170059-4
169385-35,Haznedar,Güngören,İstanbul,10.800.000 TL,95,76,3 + 1,2,5 Katlı,5. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-gungoren-haznedar-satilik/daire/169385-35
95442-456,Terazidere,Bayrampaşa,İstanbul,8.900.000 TL,150,140,2 + 2,1,3 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,500 TL,https://www.hepsiemlak.com/istanbul-bayrampasa-terazidere-satilik/daire/95442-456
138321-1139,Bağlarçeşme,Esenyurt,İstanbul,1.385.000 TL,100,95,2 + 1,1,5 Katlı,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-esenyurt-baglarcesme-satilik/daire/138321-1139
70127-2168,Güzelyalı,Pendik,İstanbul,4.900.000 TL,135,125,3 + 1,1,4 Katlı,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,Boş,Arsa,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/istanbul-pendik-guzelyali-satilik/daire/70127-2168
142540-363,Kemal Türkler,Sancaktepe,İstanbul,5.550.000 TL,80,75,2 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,300 TL,https://www.hepsiemlak.com/istanbul-sancaktepe-kemal-turkler-satilik/daire/142540-363
6060-44316,İdealtepe,Maltepe,İstanbul,13.630.000 TL,116,98,3 + 1,1,3 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,"Güney, Doğu",1.000 TL,https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-satilik/daire/6060-44316
77582-2182,Esenevler,Ümraniye,İstanbul,4.500.000 TL,60,46,1 + 1,1,3 Katlı,Bahçe Katı,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,600 TL,https://www.hepsiemlak.com/istanbul-umraniye-esenevler-satilik/daire/77582-2182
141464-611,Rumeli Hisarı,Sarıyer,İstanbul,12.990.000 TL,80,65,2 + 1,1,2 Katlı,1. Kat,40 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-sariyer-rumeli-hisari-satilik/daire/141464-611
48423-4560,Kozyatağı,Kadıköy,İstanbul,19.900.000 TL,105,84,3 + 1,1,13 Katlı,5. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-satilik/daire/48423-4560
162330-25,Barbaros Hayrettin Paşa,Esenyurt,İstanbul,7.900.000 TL,154,100,3 + 1,2,11 Katlı,Ara Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-satilik/daire/162330-25
131618-599,Yeni Mahalle,Küçükçekmece,İstanbul,6.850.000 TL,90,80,2 + 1,1,5 Katlı,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Yabancıdan,Güney,,https://www.hepsiemlak.com/istanbul-kucukcekmece-yeni-mahalle-satilik/daire/131618-599
6213-15209,Zühtüpaşa,Kadıköy,İstanbul,8.400.000 TL,58,50,1 + 1,1,3 Katlı,1. Kat,31 Yaşında,Doğalgaz Sobası,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kadikoy-zuhtupasa-satilik/daire/6213-15209
118929-566,Zümrütevler,Maltepe,İstanbul,5.425.000 TL,95,85,2 + 1,1,4 Katlı,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-satilik/daire/118929-566
7204-27965,Esentepe,Eyüpsultan,İstanbul,7.250.000 TL,150,132,4 + 2,2,5 Katlı,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,Batı,300 TL,https://www.hepsiemlak.com/istanbul-eyupsultan-esentepe-satilik/daire/7204-27965
1217-6653,Türkali,Beşiktaş,İstanbul,15.500.000 TL,100,90,2 + 1,1,7 Katlı,5. Kat,3 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Yabancıdan,Kuzey,,https://www.hepsiemlak.com/istanbul-besiktas-turkali-satilik/daire/1217-6653
4355-136819,Postane,Tuzla,İstanbul,18.000.000 TL,161,130,3 + 2,2,3 Katlı,3. Kat,7 Yaşında,Kombi,Eşyalı,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",4.500 TL,https://www.hepsiemlak.com/istanbul-tuzla-postane-satilik/daire/4355-136819
62640-1408,Akevler,Esenyurt,İstanbul,2.500.000 TL,90,75,1 + 1,1,5 Katlı,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-esenyurt-akevler-satilik/residence/62640-1408
168648-1,Esatpaşa,Ataşehir,İstanbul,7.500.000 TL,130,120,4 + 1,1,4 Katlı,4. Kat,Sıfır Bina,Kombi,,Boş,Kat İrtifakı,Güney,250 TL,https://www.hepsiemlak.com/istanbul-atasehir-esatpasa-satilik/daire/168648-1
126151-1621,Küçükyalı,Maltepe,İstanbul,8.000.000 TL,50,40,1 + 1,1,5 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,Güney,,https://www.hepsiemlak.com/istanbul-maltepe-kucukyali-satilik/daire/126151-1621
126578-464,Sütlüce,Beyoğlu,İstanbul,6.840.000 TL,115,100,3 + 1,1,5 Katlı,1. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-beyoglu-sutluce-satilik/daire/126578-464
91887-4865,Siyavuşpaşa,Bahçelievler,İstanbul,4.950.000 TL,110,95,3 + 1,1,5 Katlı,3. Kat,31 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/91887-4865
63250-32881,Altayçeşme,Maltepe,İstanbul,6.500.000 TL,65,45,1 + 1,1,19 Katlı,11. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı,Boş,Kat Mülkiyeti,Doğu,13.250 TL,https://www.hepsiemlak.com/istanbul-maltepe-altaycesme-satilik/daire/63250-32881
113382-300,Levent,Beşiktaş,İstanbul,194.000.000 TL,375,350,7 + 1,3,3 Katlı,,50 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-besiktas-levent-satilik/villa/113382-300
9083-4835,Fatih,Büyükçekmece,İstanbul,3.650.000 TL,90,85,2 + 1,1,4 Katlı,2. Kat,27 Yaşında,Soba,Eşyalı Değil,Mülk Sahibi,Tapu Yok,Güney,200 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-fatih-satilik/daire/9083-4835
2810-8145,Ziya Gökalp,Başakşehir,İstanbul,5.950.000 TL,84,70,1 + 1,1,25 Katlı,21 ve üzeri,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-basaksehir-ziya-gokalp-satilik/daire/2810-8145
6181-24461,Esentepe,Kartal,İstanbul,8.850.000 TL,85,60,1 + 1,1,7 Katlı,Zemin,1 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Tapu Yok,Doğu,3.800 TL,https://www.hepsiemlak.com/istanbul-kartal-esentepe-satilik/daire/6181-24461
136915-1985,Düğmeciler,Eyüpsultan,İstanbul,8.350.000 TL,100,90,2 + 1,1,6 Katlı,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-eyupsultan-dugmeciler-satilik/daire/136915-1985
692418-814,Seyyid Ömer,Fatih,İstanbul,3.000.000 TL,60,55,1 + 1,1,4 Katlı,Giriş Katı,39 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Batı",150 TL,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-satilik/daire/692418-814
6056-14163,Bahçelievler,Bahçelievler,İstanbul,13.300.000 TL,80,70,2 + 1,1,3 Katlı,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-satilik/daire/6056-14163
31316-9996,Cumhuriyet,Küçükçekmece,İstanbul,5.500.000 TL,100,90,2 + 1,2,3 Katlı,Yüksek Giriş,13 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-satilik/daire/31316-9996
17993-45246,Küçükyalı,Maltepe,İstanbul,8.690.000 TL,85,70,2 + 1,1,5 Katlı,1. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Doğu,1.000 TL,https://www.hepsiemlak.com/istanbul-maltepe-kucukyali-satilik/daire/17993-45246
6680-24166,Cihangir,Avcılar,İstanbul,3.550.000 TL,130,120,3 + 1,1,5 Katlı,Ara Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Arsa,Güney,500 TL,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/6680-24166
114218-3428,Siyavuşpaşa,Bahçelievler,İstanbul,9.750.000 TL,95,80,2 + 1,1,6 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/114218-3428
82057-742,Merkez,Kağıthane,İstanbul,6.550.000 TL,100,85,2 + 1,1,9 Katlı,7. Kat,4 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Doğu",100 TL,https://www.hepsiemlak.com/istanbul-kagithane-merkez-satilik/daire/82057-742
77474-2704,Aydıntepe,Tuzla,İstanbul,3.500.000 TL,130,115,3 + 1,1,5 Katlı,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Arsa,,,https://www.hepsiemlak.com/istanbul-tuzla-aydintepe-satilik/daire/77474-2704
9636-17496,Barbaros,Ataşehir,İstanbul,34.000.000 TL,167,115,3 + 1,2,28 Katlı,7. Kat,13 Yaşında,Merkezi (Pay Öl...,,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-atasehir-barbaros-satilik/daire/9636-17496
95208-235,Bağlarbaşı,Maltepe,İstanbul,11.750.000 TL,100,90,3 + 1,1,1 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı,Boş,Tapu Yok,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-maltepe-baglarbasi-satilik/daire/95208-235
52391-798,Emniyettepe,Eyüpsultan,İstanbul,4.250.000 TL,70,60,2 + 1,1,6 Katlı,Bodrum,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-eyupsultan-emniyettepe-satilik/daire/52391-798
47307-957,Atakent,Küçükçekmece,İstanbul,4.730.000 TL,55,50,1 + 1,1,17 Katlı,Yüksek Giriş,21 Yaşında,Merkezi,,Kiracılı,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-satilik/daire/47307-957
1739-6859,Siyavuşpaşa,Bahçelievler,İstanbul,6.250.000 TL,95,85,2 + 1,1,4 Katlı,4. Kat,30 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/1739-6859
156312-189,Küçükbakkalköy,Ataşehir,İstanbul,13.250.000 TL,130,120,3 + 1,1,9 Katlı,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",1.500 TL,https://www.hepsiemlak.com/istanbul-atasehir-kucukbakkalkoy-satilik/daire/156312-189
164638-54,Dumlupınar,Kadıköy,İstanbul,7.500.000 TL,67,44,1 + 1,1,22 Katlı,4. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Tapu Yok,"Güney, Doğu",4.500 TL,https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-satilik/daire/164638-54
43996-30110,Gürsel,Kağıthane,İstanbul,14.000.000 TL,110,80,2 + 1,2,5 Katlı,5. Kat,8 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",6.500 TL,https://www.hepsiemlak.com/istanbul-kagithane-gursel-satilik/daire/43996-30110
157979-867,Çınardere,Pendik,İstanbul,6.450.000 TL,100,80,2 + 1,1,9 Katlı,9. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Tapu Yok,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-pendik-cinardere-satilik/daire/157979-867
164076-150,Kemal Türkler,Sancaktepe,İstanbul,4.990.000 TL,95,85,2 + 0,1,4 Katlı,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-sancaktepe-kemal-turkler-satilik/daire/164076-150
54389-3056,Taşdelen,Çekmeköy,İstanbul,9.500.000 TL,110,90,2 + 1,2,8 Katlı,8. Kat,5 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-cekmekoy-tasdelen-satilik/daire/54389-3056
169489-12,Haraççı,Arnavutköy,İstanbul,6.650.000 TL,115,105,3 + 1,1,4 Katlı,2. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-arnavutkoy-haracci-satilik/daire/169489-12
170059-2,Yıldırım,Bayrampaşa,İstanbul,6.750.000 TL,65,53,2 + 1,1,5 Katlı,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-bayrampasa-yildirim-satilik/daire/170059-2
141321-298,Yeşilpınar,Eyüpsultan,İstanbul,7.750.000 TL,110,100,2 + 1,1,10 Katlı,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",800 TL,https://www.hepsiemlak.com/istanbul-eyupsultan-yesilpinar-satilik/daire/141321-298
169385-18,Kirazlı,Bağcılar,İstanbul,10.500.000 TL,135,110,3 + 1,2,8 Katlı,6. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",2.850 TL,https://www.hepsiemlak.com/istanbul-bagcilar-kirazli-satilik/daire/169385-18
138068-1179,Bostancı,Kadıköy,İstanbul,19.900.000 TL,110,80,2 + 1,1,3 Katlı,Yüksek Giriş,38 Yaşında,Merkezi,Eşyalı Değil,Boş,İntifa Hakkı Te...,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-satilik/daire/138068-1179
70127-2159,Güzelyalı,Pendik,İstanbul,7.100.000 TL,125,120,3 + 1,1,4 Katlı,2. Kat,15 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/istanbul-pendik-guzelyali-satilik/daire/70127-2159
77582-2132,Acıbadem,Kadıköy,İstanbul,30.250.000 TL,130,105,3 + 1,2,4 Katlı,2. Kat,5 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Doğu, Batı",11.000 TL,https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-satilik/daire/77582-2132
