ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
169030-4,Yeşilpınar,Eyüpsultan,İstanbul,6.500.000 TL,95,87,2 + 1,1,10 Katlı,4. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Kiracılı,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-eyupsultan-yesilpinar-satilik/daire/169030-4
144105-821,Şenlikköy,Bakırköy,İstanbul,21.000.000 TL,280,240,4 + 2,3,3 Katlı,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-satilik/daire/144105-821
144105-807,Yeşilköy,Bakırköy,İstanbul,52.500.000 TL,240,220,4 + 1,3,4 Katlı,1. Kat,2 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Yabancıdan,,14.000 TL,https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-satilik/daire/144105-807
144105-847,Şenlikköy,Bakırköy,İstanbul,29.900.000 TL,350,330,5 + 2,5,3 Katlı,2. Kat,36 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,,,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-satilik/daire/144105-847
69330-150,Güneştepe,Güngören,İstanbul,5.250.000 TL,95,85,2 + 1,1,4 Katlı,2. Kat,16 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-gunestepe-satilik/daire/69330-150
1361-17651,Nisbetiye,Beşiktaş,İstanbul,28.000.000 TL,200,180,5 + 1,3,7 Katlı,7. Kat,40 Yaşında,Merkezi,Eşyalı Değil,Boş,Kat Mülkiyeti,,5.000 TL,https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-satilik/daire/1361-17651
169481-30,Güzelyalı,Pendik,İstanbul,4.450.000 TL,120,110,3 + 1,1,5 Katlı,5. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Arsa,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-pendik-guzelyali-satilik/daire/169481-30
169481-10,Kaynarca,Pendik,İstanbul,6.280.000 TL,100,90,2 + 1,1,4 Katlı,Yüksek Giriş,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-pendik-kaynarca-satilik/daire/169481-10
169481-26,Çamlık,Pendik,İstanbul,7.500.000 TL,120,110,3 + 1,1,6 Katlı,3. Kat,21 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",1.850 TL,https://www.hepsiemlak.com/istanbul-pendik-camlik-satilik/daire/169481-26
169369-2,Kamiloba,Büyükçekmece,İstanbul,5.500.000 TL,117,85,2 + 1,2,4 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-buyukcekmece-kamiloba-satilik/daire/169369-2
169369-9,Kamiloba,Büyükçekmece,İstanbul,4.500.000 TL,86,67,2 + 1,1,4 Katlı,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-buyukcekmece-kamiloba-satilik/daire/169369-9
170145-12,Talatpaşa,Esenyurt,İstanbul,3.229.000 TL,120,100,2 + 1,1,5 Katlı,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-satilik/daire/170145-12
143828-164,Hürriyet,Kartal,İstanbul,11.000.000 TL,160,140,4 + 2,2,6 Katlı,6. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kartal-hurriyet-satilik/daire/143828-164
0-46954351,Zafer,Bahçelievler,İstanbul,8.000.000 TL,115,105,3 + 1,1,6 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Doğu,,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-satilik/daire/0-46954351
3351-2321,Esenevler,Ümraniye,İstanbul,13.750.000 TL,230,190,4 + 2,3,4 Katlı,4. Kat,16 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-umraniye-esenevler-satilik/daire/3351-2321
120181-371,Bağlarbaşı,Maltepe,İstanbul,5.350.000 TL,120,100,3 + 1,1,4 Katlı,Kot 2,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,500 TL,https://www.hepsiemlak.com/istanbul-maltepe-baglarbasi-satilik/daire/120181-371
149042-122,Mahmutbey,Bağcılar,İstanbul,6.500.000 TL,80,60,2 + 1,2,15 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,2.800 TL,https://www.hepsiemlak.com/istanbul-bagcilar-mahmutbey-satilik/daire/149042-122
16197-545,Tatlısu,Ümraniye,İstanbul,11.750.000 TL,140,125,3 + 1,2,16 Katlı,8. Kat,15 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,6.000 TL,https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-satilik/daire/16197-545
85355-3663,Sahrayı Cedit,Kadıköy,İstanbul,19.000.000 TL,136,110,3 + 1,2,12 Katlı,1. Kat,7 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,3.000 TL,https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-satilik/daire/85355-3663
165769-530,Hamidiye,Sultanbeyli,İstanbul,4.870.000 TL,95,80,2 + 1,1,3 Katlı,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Batı",500 TL,https://www.hepsiemlak.com/istanbul-sultanbeyli-hamidiye-satilik/daire/165769-530
1540-978,Örnek,Ataşehir,İstanbul,14.500.000 TL,135,120,3 + 2,2,5 Katlı,5. Kat,15 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-atasehir-ornek-satilik/daire/1540-978
156043-136,Bostancı,Kadıköy,İstanbul,23.950.000 TL,105,85,3 + 1,1,10 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-satilik/daire/156043-136
149042-81,Orhan Gazi,Esenyurt,İstanbul,2.700.000 TL,88,70,2 + 1,1,30 Katlı,10. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-esenyurt-orhan-gazi-satilik/daire/149042-81
143828-163,Hürriyet,Kartal,İstanbul,7.000.000 TL,85,70,2 + 1,2,6 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kartal-hurriyet-satilik/daire/143828-163
85355-3617,Sultantepe,Üsküdar,İstanbul,62.500.000 TL,170,150,3 + 1,2,6 Katlı,En Üst Kat,30 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Batı",,https://www.hepsiemlak.com/istanbul-uskudar-sultantepe-satilik/daire/85355-3617
5227-4386,Feriköy,Şişli,İstanbul,6.800.000 TL,85,80,2 + 1,1,4 Katlı,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sisli-ferikoy-satilik/daire/5227-4386
31572-2864,Eskişehir,Şişli,İstanbul,5.200.000 TL,80,71,2 + 1,1,4 Katlı,Yüksek Giriş,45 Yaşında,Kombi,,Boş,Kat Mülkiyeti,"Doğu, Batı",250 TL,https://www.hepsiemlak.com/istanbul-sisli-eskisehir-satilik/daire/31572-2864
85355-3666,Koşuyolu,Kadıköy,İstanbul,15.200.000 TL,115,88,3 + 1,1,5 Katlı,En Üst Kat,2 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-kadikoy-kosuyolu-satilik/daire/85355-3666
2525-15195,Celaliye,Büyükçekmece,İstanbul,11.500.000 TL,200,180,4 + 1,2,3 Katlı,,20 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-buyukcekmece-celaliye-satilik/villa/2525-15195
124311-66,Turgut Özal,Esenyurt,İstanbul,7.650.000 TL,200,160,5 + 2,2,5 Katlı,5. Kat,16 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-esenyurt-turgut-ozal-satilik/daire/124311-66
165579-25,Türkoba,Büyükçekmece,İstanbul,35.000.000 TL,2000,1150,6 + 2,3,3 Katlı,,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",5.000 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-turkoba-satilik/villa/165579-25
167895-4,Yunus Emre,Sultangazi,İstanbul,7.750.000 TL,210,200,4 + 2,2,4 Katlı,Teras Katı,12 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-sultangazi-yunus-emre-satilik/daire/167895-4
85355-3653,Yalıköy,Beykoz,İstanbul,12.500.000 TL,251,171,5 + 1,3,3 Katlı,,Sıfır Bina,Kombi,,Boş,Müstakil Tapulu,,,https://www.hepsiemlak.com/istanbul-beykoz-yalikoy-satilik/mustakil-ev/85355-3653
85355-3652,Mimar Sinan,Üsküdar,İstanbul,14.850.000 TL,266,176,5 + 1,2,3 Katlı,,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Müstakil Tapulu,,,https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-satilik/mustakil-ev/85355-3652
153377-165,Merkez,Gaziosmanpaşa,İstanbul,13.250.000 TL,200,180,6 + 1,2,5 Katlı,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-merkez-satilik/daire/153377-165
164129-181,Ziya Gökalp,Başakşehir,İstanbul,6.925.000 TL,75,55,2 + 1,1,9 Katlı,6. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Tapu Yok,"Kuzey, Batı",,https://www.hepsiemlak.com/istanbul-basaksehir-ziya-gokalp-satilik/daire/164129-181
72595-3477,Bahçeşehir 2. Kısım,Başakşehir,İstanbul,3.200.000 TL,110,95,2 + 1,1,4 Katlı,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",250 TL,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/72595-3477
147825-98,Yenişehir,Ataşehir,İstanbul,14.500.000 TL,145,130,3 + 1,1,8 Katlı,5. Kat,21 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-atasehir-yenisehir-satilik/daire/147825-98
79202-1380,Selimiye,Üsküdar,İstanbul,12.000.000 TL,85,70,2 + 1,1,3 Katlı,Yarı Bodrum,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Kuzey,,https://www.hepsiemlak.com/istanbul-uskudar-selimiye-satilik/daire/79202-1380
7417-6196,Aşıkveysel,Ataşehir,İstanbul,11.100.000 TL,100,80,2 + 1,1,19 Katlı,2. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-atasehir-asikveysel-satilik/daire/7417-6196
156528-82,Gökevler,Esenyurt,İstanbul,2.750.000 TL,60,55,2 + 0,2,9 Katlı,6. Kat,16 Yaşında,Kombi,Eşyalı,Kiracılı,Kat Mülkiyeti,"Kuzey, Batı",2.540 TL,https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-satilik/daire/156528-82
168520-24,Tatlısu,Ümraniye,İstanbul,14.000.000 TL,144,120,3 + 1,2,16 Katlı,9. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-satilik/daire/168520-24
139911-471,Paşa,Şişli,İstanbul,6.900.000 TL,65,55,1 + 1,1,5 Katlı,1. Kat,4 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,,2.000 TL,https://www.hepsiemlak.com/istanbul-sisli-pasa-satilik/daire/139911-471
2810-8141,Halkalı Merkez,Küçükçekmece,İstanbul,5.800.000 TL,80,65,1 + 1,1,8 Katlı,3. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Batı",4.111 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-halkali-merkez-satilik/daire/2810-8141
21218-5090,Siyavuşpaşa,Bahçelievler,İstanbul,4.750.000 TL,115,105,3 + 1,,5 Katlı,4. Kat,40 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Yabancıdan,Güney,250 TL,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/21218-5090
6485-6480,Fulya,Şişli,İstanbul,11.450.000 TL,119,82,1 + 1,1,30 Katlı,17. Kat,26 Yaşında,Merkezi (Pay Öl...,Eşyalı,Boş,Kat Mülkiyeti,Doğu,22.175 TL,https://www.hepsiemlak.com/istanbul-sisli-fulya-satilik/residence/6485-6480
159632-245,Atatürk,Ataşehir,İstanbul,33.000.000 TL,193,128,3 + 1,2,5 Katlı,2. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Tapu Yok,Güney,,https://www.hepsiemlak.com/istanbul-atasehir-ataturk-satilik/daire/159632-245
87449-4049,Caddebostan,Kadıköy,İstanbul,28.950.000 TL,145,105,3 + 1,2,7 Katlı,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/87449-4049
169804-19,Cebeci,Sultangazi,İstanbul,5.600.000 TL,95,85,2 + 1,1,5 Katlı,4. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-sultangazi-cebeci-satilik/daire/169804-19
140021-530,Çınar,Esenyurt,İstanbul,2.999.999 TL,110,105,2 + 1,1,4 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-esenyurt-cinar-satilik/daire/140021-530
142265-446,Çınar,Esenyurt,İstanbul,3.100.000 TL,120,100,2 + 1,1,5 Katlı,Ara Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-esenyurt-cinar-satilik/daire/142265-446
169857-65,Mimaroba,Büyükçekmece,İstanbul,8.550.000 TL,145,135,3 + 1,2,9 Katlı,Bahçe Katı,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Batı,4.600 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-mimaroba-satilik/daire/169857-65
154076-41,Göktürk Merkez,Eyüpsultan,İstanbul,15.500.000 TL,165,135,3 + 1,2,5 Katlı,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Doğu,,https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-satilik/daire/154076-41
2137-28751,Küçüksu,Üsküdar,İstanbul,13.500.000 TL,100,85,3 + 1,1,6 Katlı,4. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Tapu Yok,Güney,1.500 TL,https://www.hepsiemlak.com/istanbul-uskudar-kucuksu-satilik/daire/2137-28751
128306-854,Yeşilova,Küçükçekmece,İstanbul,4.750.000 TL,65,55,2 + 1,1,3 Katlı,Yüksek Giriş,3 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-kucukcekmece-yesilova-satilik/daire/128306-854
85708-3865,Güneşli,Bağcılar,İstanbul,4.400.000 TL,75,65,2 + 1,1,1 Katlı,3. Kat,14 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-bagcilar-gunesli-satilik/daire/85708-3865
169563-101,Göztepe,Bağcılar,İstanbul,7.650.000 TL,125,100,2 + 1,1,24 Katlı,2. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Yabancıdan,"Güney, Batı",7.500 TL,https://www.hepsiemlak.com/istanbul-bagcilar-goztepe-satilik/daire/169563-101
164308-84,Kavaklı,Beylikdüzü,İstanbul,6.750.000 TL,116,115,3 + 1,2,8 Katlı,4. Kat,21 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/164308-84
135098-561,Selami Ali,Üsküdar,İstanbul,17.750.000 TL,220,170,4 + 2,3,4 Katlı,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Batı",200 TL,https://www.hepsiemlak.com/istanbul-uskudar-selami-ali-satilik/daire/135098-561
103805-329,Başakşehir,Başakşehir,İstanbul,12.000.000 TL,160,125,3 + 1,2,21 Katlı,21 ve üzeri,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-basaksehir-basaksehir-satilik/daire/103805-329
148223-8,Ünalan,Üsküdar,İstanbul,14.000.000 TL,115,106,3 + 1,1,7 Katlı,4. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Kuzey,6.000 TL,https://www.hepsiemlak.com/istanbul-uskudar-unalan-satilik/daire/148223-8
135253-951,Erenköy,Kadıköy,İstanbul,22.750.000 TL,125,95,3 + 1,1,9 Katlı,6. Kat,10 Yaşında,Kombi,Eşyalı Değil,Boş,İntifa Hakkı Te...,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/135253-951
136915-1967,Çınardere,Pendik,İstanbul,8.100.000 TL,130,110,2 + 2,2,7 Katlı,6. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",3.095 TL,https://www.hepsiemlak.com/istanbul-pendik-cinardere-satilik/daire/136915-1967
3995-27622,Madenler,Ümraniye,İstanbul,7.249.000 TL,130,105,3 + 1,1,7 Katlı,Giriş Katı,21 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Batı,1.700 TL,https://www.hepsiemlak.com/istanbul-umraniye-madenler-satilik/daire/3995-27622
109428-227,Marmara,Beylikdüzü,İstanbul,37.500.000 TL,240,185,4 + 1,3,3 Katlı,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",15.000 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-marmara-satilik/daire/109428-227
159283-69,Abdurrahmangazi,Sancaktepe,İstanbul,7.000.000 TL,100,90,3 + 1,1,5 Katlı,3. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Doğu,400 TL,https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-satilik/daire/159283-69
31303-141064,Ferahevler,Sarıyer,İstanbul,48.000.000 TL,212,202,3 + 1,3,5 Katlı,2. Kat,16 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sariyer-ferahevler-satilik/daire/31303-141064
151853-455,Cumhuriyet,Küçükçekmece,İstanbul,4.450.000 TL,90,80,2 + 1,1,3 Katlı,Bahçe Katı,10 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",500 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-satilik/daire/151853-455
169503-15,Nenehatun,Arnavutköy,İstanbul,3.500.000 TL,55,48,1 + 1,1,4 Katlı,Zemin,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-arnavutkoy-nenehatun-satilik/daire/169503-15
31316-10027,Sultan Murat,Küçükçekmece,İstanbul,5.650.000 TL,75,68,2 + 1,1,4 Katlı,Yüksek Giriş,4 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Kuzey,600 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-sultan-murat-satilik/daire/31316-10027
140643-653,Cennet,Küçükçekmece,İstanbul,7.250.000 TL,90,80,2 + 1,1,10 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-satilik/daire/140643-653
133382-727,Adnan Kahveci,Beylikdüzü,İstanbul,6.840.000 TL,145,135,3 + 2,2,4 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/133382-727
167375-42,Velibaba,Pendik,İstanbul,9.750.000 TL,180,155,5 + 1,3,6 Katlı,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/istanbul-pendik-velibaba-satilik/daire/167375-42
79724-374,Marmara,Beylikdüzü,İstanbul,7.999.000 TL,170,140,3 + 1,2,4 Katlı,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",4.000 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-marmara-satilik/daire/79724-374
151785-127,Bağlarbaşı,Maltepe,İstanbul,11.999.000 TL,120,110,2 + 1,2,6 Katlı,5. Kat,2 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Doğu,2.750 TL,https://www.hepsiemlak.com/istanbul-maltepe-baglarbasi-satilik/daire/151785-127
3447-22642,Aydınevler,Maltepe,İstanbul,7.950.000 TL,148,135,3 + 2,2,5 Katlı,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Güney, Doğu",1.500 TL,https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-satilik/daire/3447-22642
131423-101,Selimpaşa,Silivri,İstanbul,15.500.000 TL,347,295,4 + 1,2,4 Katlı,,1 Yaşında,Kombi,Eşyalı Değil,Boş,Tapu Yok,Güney,,https://www.hepsiemlak.com/istanbul-silivri-selimpasa-satilik/villa/131423-101
130658-530,Murat Reis,Üsküdar,İstanbul,7.550.000 TL,140,130,4 + 1,1,4 Katlı,4. Kat,26 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-uskudar-murat-reis-satilik/daire/130658-530
157979-853,Yavuz Selim,Sultanbeyli,İstanbul,5.050.000 TL,85,75,2 + 1,2,4 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sultanbeyli-yavuz-selim-satilik/daire/157979-853
