iter	Passed	Remaining
762	18580	5771
763	18608	5748
764	18631	5723
765	18655	5698
766	18679	5674
767	18704	5650
768	18729	5626
769	18754	5602
770	18778	5577
771	18802	5553
772	18826	5528
773	18849	5503
774	18873	5479
775	18897	5455
776	18920	5430
777	18944	5405
778	18968	5381
779	18992	5356
780	19015	5332
781	19038	5307
782	19062	5282
783	19088	5258
784	19110	5234
785	19134	5209
786	19160	5185
787	19185	5161
788	19209	5137
789	19233	5112
790	19257	5088
791	19282	5064
792	19305	5039
793	19327	5014
794	19351	4989
795	19374	4965
796	19397	4940
797	19420	4915
798	19443	4891
799	19464	4866
800	19488	4841
801	19511	4817
802	19533	4792
803	19559	4768
804	19584	4744
805	19609	4719
806	19633	4695
807	19657	4671
808	19683	4647
809	19708	4622
810	19733	4598
811	19760	4574
812	19787	4551
813	19811	4526
814	19835	4502
815	19858	4477
816	19882	4453
817	19906	4429
818	19929	4404
819	19954	4380
820	19979	4356
821	20002	4331
822	20027	4307
823	20050	4282
824	20075	4258
825	20099	4233
826	20121	4209
827	20147	4185
828	20170	4160
829	20195	4136
830	20220	4112
831	20244	4087
832	20270	4063
833	20294	4039
834	20318	4015
835	20341	3990
836	20363	3965
837	20386	3941
838	20410	3916
839	20434	3892
840	20456	3867
841	20481	3843
842	20504	3818
843	20526	3794
844	20550	3769
845	20578	3745
846	20604	3721
847	20627	3697
848	20652	3673
849	20676	3648
850	20699	3624
851	20723	3599
852	20746	3575
853	20771	3551
854	20794	3526
855	20817	3502
856	20842	3477
857	20865	3453
858	20889	3428
859	20912	3404
860	20935	3379
861	20958	3355
862	20982	3330
863	21004	3306
864	21026	3281
865	21051	3257
866	21076	3233
867	21099	3208
868	21138	3186
869	21164	3162
870	21190	3138
871	21214	3114
872	21239	3089
873	21267	3066
874	21292	3041
875	21316	3017
876	21341	2993
877	21367	2969
878	21392	2944
879	21415	2920
880	21438	2895
881	21461	2871
882	21484	2846
883	21508	2822
884	21532	2798
885	21555	2773
886	21579	2749
887	21603	2724
888	21628	2700
889	21652	2676
